Date,ATM_ID,Total_Withdrawals,Total_Deposits,Previous_Day_Cash_Level,Cash_Demand_Next_Day,Day_of_Week,Time_of_Day,Location_Type,Weather_Condition,Nearby_Competitor_ATMs,Holiday_Flag,Special_Event_Flag
2023-09-02,21,50877.6,7535.32,29859.66,49847.51,Saturday,Afternoon,Mall,Cloudy,2,0,0
2023-03-03,26,73939.65,10206.54,144075.43,80784.53,Friday,Evening,Gas Station,Clear,1,0,0
2022-10-02,25,38350.21,5111.65,30455.76,39761.62,Sunday,Evening,Standalone,Cloudy,0,0,0
2023-03-24,22,53956.63,12470.26,92452.23,57539.29,Friday,Afternoon,Mall,Snowy,6,0,1
2023-01-04,27,53876.66,11097.52,78210.4,53886.09,Wednesday,Afternoon,Bank Branch,Cloudy,7,0,0
2022-08-08,49,66828.21,12377.58,74997.6,62292.14,Monday,Evening,Standalone,Clear,4,0,0
2023-07-31,13,56345.71,5304.36,19713.67,60705.58,Monday,Afternoon,Bank Branch,Snowy,9,0,0
2022-08-20,33,57094.85,13864.19,97790.21,56939.85,Saturday,Night,Standalone,Clear,8,0,0
2022-11-24,34,31054.75,10626.77,39597.27,33964.92,Thursday,Evening,Gas Station,Snowy,3,0,0
2023-03-19,41,37752.12,15151.92,107009.61,35901.22,Sunday,Morning,Gas Station,Rainy,0,0,0
2022-02-21,35,32416.7,7993.3,62025.74,35608.96,Monday,Afternoon,Mall,Snowy,3,0,1
2023-01-11,1,12907.61,13458.48,97486.48,12191.04,Wednesday,Night,Supermarket,Cloudy,4,0,0
2022-09-20,21,55727.86,12300.31,10000.0,54258.5,Tuesday,Morning,Mall,Cloudy,7,0,0
2022-09-24,48,45908.68,17567.77,145613.91,46771.92,Saturday,Morning,Standalone,Cloudy,4,0,0
2022-12-25,6,55755.76,9561.52,154817.05,57911.54,Sunday,Morning,Bank Branch,Cloudy,9,0,0
2022-11-13,28,50336.93,7421.76,72395.83,52554.6,Sunday,Afternoon,Bank Branch,Cloudy,8,0,0
2022-11-20,17,53391.46,7719.82,240070.52,53137.88,Sunday,Morning,Standalone,Rainy,5,0,0
2023-10-28,5,69751.27,4721.51,138035.78,63847.9,Saturday,Evening,Supermarket,Snowy,7,0,0
2023-10-14,31,49916.73,7674.51,87089.05,49877.27,Saturday,Evening,Supermarket,Snowy,2,0,0
2023-07-17,5,59778.62,0.0,75452.46,57802.19,Monday,Afternoon,Supermarket,Rainy,2,0,0
2023-09-21,38,45303.36,16807.21,60933.2,46731.83,Thursday,Afternoon,Standalone,Rainy,8,0,1
2023-02-25,3,62100.64,19565.22,70463.07,58154.46,Saturday,Morning,Gas Station,Cloudy,5,0,0
2022-02-15,23,31332.44,9408.93,94506.53,30667.64,Tuesday,Afternoon,Gas Station,Clear,3,0,1
2023-08-23,37,22421.06,12266.5,97812.04,24511.24,Wednesday,Evening,Standalone,Clear,7,0,0
2023-12-21,37,81205.67,10929.2,29798.43,74528.41,Thursday,Evening,Gas Station,Cloudy,3,0,0
2022-09-26,10,77176.28,3722.58,167737.21,78755.83,Monday,Evening,Supermarket,Rainy,3,0,0
2023-08-24,10,20812.05,15136.12,139338.57,19108.16,Thursday,Afternoon,Gas Station,Snowy,6,0,0
2023-01-16,19,49269.77,15864.02,192361.97,45889.82,Monday,Evening,Standalone,Clear,6,0,0
2022-04-28,17,52042.35,5050.04,118394.53,53134.56,Thursday,Afternoon,Gas Station,Clear,7,0,0
2023-07-20,21,60583.17,11738.53,152336.17,59904.58,Thursday,Night,Gas Station,Rainy,9,0,1
2022-04-26,14,75729.17,8846.99,37488.51,76463.73,Tuesday,Morning,Gas Station,Cloudy,6,0,0
2023-09-22,9,33988.74,15934.63,130112.23,36571.02,Friday,Night,Gas Station,Snowy,7,0,0
2022-09-17,46,34789.51,9724.65,10416.95,36996.84,Saturday,Evening,Standalone,Cloudy,7,0,0
2022-03-16,1,49790.54,9856.79,51419.35,53654.11,Wednesday,Morning,Mall,Cloudy,6,1,0
2023-04-25,45,35446.83,19013.07,225327.49,36271.01,Tuesday,Evening,Gas Station,Cloudy,0,0,0
2022-11-01,13,9356.51,3857.46,82505.53,9337.12,Tuesday,Evening,Mall,Cloudy,3,0,0
2022-01-07,4,46421.21,11339.24,99043.18,46042.39,Friday,Night,Standalone,Clear,2,0,0
2023-01-01,1,62588.83,10561.53,135097.05,65590.7,Sunday,Evening,Bank Branch,Rainy,8,0,0
2023-09-26,49,49502.95,7183.97,98060.62,49713.84,Tuesday,Morning,Mall,Snowy,9,0,1
2023-06-07,40,59108.77,20081.29,48928.4,54448.27,Wednesday,Evening,Standalone,Clear,7,0,0
2022-12-14,32,56976.92,11771.02,50162.95,52896.67,Wednesday,Morning,Bank Branch,Snowy,8,0,0
2023-03-14,34,34501.81,13406.58,140073.66,33515.63,Tuesday,Night,Gas Station,Snowy,4,0,0
2022-08-03,28,50821.79,14103.45,114913.51,46428.99,Wednesday,Afternoon,Standalone,Clear,4,0,0
2023-03-05,31,27077.01,8563.55,141819.03,25664.84,Sunday,Evening,Supermarket,Clear,9,0,0
2023-05-13,8,42178.48,16187.57,129369.09,43497.83,Saturday,Night,Bank Branch,Snowy,4,0,0
2023-06-24,39,50559.95,15205.77,103023.05,45629.65,Saturday,Evening,Supermarket,Snowy,1,0,0
2023-01-02,26,49790.82,9533.27,100659.86,50827.39,Monday,Morning,Gas Station,Rainy,6,0,0
2022-11-09,34,30567.91,14706.8,104838.08,32232.98,Wednesday,Evening,Gas Station,Clear,7,0,0
2023-06-22,3,33577.61,16178.65,81816.53,31362.52,Thursday,Afternoon,Mall,Clear,4,0,0
2022-02-23,50,54144.46,14008.27,82396.73,50689.71,Wednesday,Evening,Gas Station,Snowy,7,0,0
2023-06-25,12,62139.47,6053.96,125099.67,56284.15,Sunday,Afternoon,Mall,Snowy,5,0,0
2023-04-12,1,46723.36,9678.4,172035.13,46839.7,Wednesday,Afternoon,Bank Branch,Cloudy,3,0,0
2022-06-13,44,45977.27,12448.33,16209.16,47398.78,Monday,Evening,Supermarket,Snowy,6,0,0
2022-11-30,5,63687.74,11359.1,219374.82,63138.87,Wednesday,Night,Bank Branch,Snowy,7,0,0
2023-07-01,30,38301.13,6493.3,134631.38,37454.28,Saturday,Evening,Supermarket,Rainy,8,0,0
2022-12-14,30,75547.65,8730.86,121775.26,74858.85,Wednesday,Afternoon,Standalone,Snowy,4,0,0
2022-09-30,17,29758.06,11845.76,49584.47,31433.6,Friday,Night,Bank Branch,Cloudy,8,0,0
2023-12-21,48,65434.79,2765.54,64404.85,59329.91,Thursday,Afternoon,Standalone,Cloudy,7,0,0
2023-02-18,47,57843.76,10223.31,130564.34,61127.18,Saturday,Afternoon,Supermarket,Clear,0,0,0
2023-05-15,23,85728.44,13527.93,112543.09,88580.49,Monday,Evening,Mall,Cloudy,7,0,0
2022-04-03,15,33098.09,11509.45,35402.92,31386.43,Sunday,Morning,Bank Branch,Clear,7,0,0
2023-11-16,37,15021.72,5945.36,56895.15,15096.05,Thursday,Evening,Bank Branch,Snowy,6,0,1
2022-03-20,21,68429.75,6803.9,63014.88,62261.36,Sunday,Morning,Mall,Cloudy,0,1,1
2023-09-14,14,27879.25,17384.05,58740.09,27207.85,Thursday,Morning,Mall,Rainy,5,0,0
2022-08-05,2,58985.53,5554.22,113573.06,55140.18,Friday,Evening,Gas Station,Rainy,1,0,0
2022-12-24,11,67426.78,15913.87,48799.73,60984.83,Saturday,Morning,Gas Station,Cloudy,5,0,0
2023-09-10,39,55467.95,7097.6,138948.66,53882.56,Sunday,Afternoon,Supermarket,Clear,1,0,0
2023-05-22,38,53268.42,15643.12,25733.36,55677.35,Monday,Night,Bank Branch,Clear,1,0,0
2023-07-13,34,55783.61,12769.05,148809.38,60480.83,Thursday,Evening,Mall,Clear,6,0,0
2022-06-30,38,62288.94,8430.9,252985.31,64310.38,Thursday,Morning,Mall,Cloudy,9,0,0
2023-07-30,50,58557.67,1510.1,138937.64,57409.59,Sunday,Afternoon,Standalone,Snowy,0,0,1
2022-09-03,34,31676.03,12073.61,72803.35,34840.45,Saturday,Night,Gas Station,Snowy,4,0,0
2022-09-01,18,77007.8,11014.85,74988.36,73664.79,Thursday,Morning,Standalone,Snowy,0,0,0
2023-05-21,30,50569.71,12148.48,43824.26,47405.38,Sunday,Morning,Mall,Clear,8,0,0
2023-02-26,15,57533.36,12760.74,153919.34,57115.47,Sunday,Afternoon,Bank Branch,Cloudy,4,0,0
2022-11-16,27,60404.58,3717.37,108151.05,60463.91,Wednesday,Night,Bank Branch,Rainy,4,0,0
2022-03-28,34,67035.95,12047.77,10000.0,65089.54,Monday,Night,Standalone,Snowy,3,0,0
2022-08-05,38,65488.6,13751.86,27328.93,68049.19,Friday,Afternoon,Gas Station,Snowy,2,0,0
2023-05-05,33,51771.41,13694.29,12143.3,48498.05,Friday,Night,Supermarket,Clear,7,0,0
2023-06-03,24,50813.52,4015.34,138121.77,50918.6,Saturday,Evening,Bank Branch,Snowy,6,0,0
2022-10-05,15,55897.94,15760.82,49908.65,55899.36,Wednesday,Night,Supermarket,Cloudy,8,0,1
2023-12-23,30,66203.31,12220.62,141693.6,70490.46,Saturday,Morning,Gas Station,Snowy,5,0,1
2022-06-18,42,33225.49,12839.52,72089.84,36062.73,Saturday,Night,Standalone,Clear,0,0,0
2022-11-26,17,59407.6,5758.88,139624.81,61347.44,Saturday,Evening,Gas Station,Cloudy,4,0,0
2023-10-12,5,36598.25,13822.85,87131.9,35173.64,Thursday,Evening,Mall,Clear,4,0,0
2023-03-17,29,77398.49,1718.02,147492.01,80333.61,Friday,Morning,Gas Station,Rainy,6,0,0
2023-01-26,4,55282.45,5990.65,60392.42,52533.49,Thursday,Morning,Standalone,Snowy,9,0,0
2023-05-11,10,43607.53,16308.66,63269.53,47676.49,Thursday,Evening,Standalone,Cloudy,0,0,0
2023-01-16,17,56197.59,13586.23,77233.33,59820.79,Monday,Afternoon,Gas Station,Cloudy,0,0,0
2022-11-02,10,49945.14,11551.27,141687.92,49257.8,Wednesday,Evening,Standalone,Snowy,5,0,0
2023-11-04,17,47420.57,14733.38,45888.71,50117.32,Saturday,Night,Mall,Rainy,5,0,0
2023-05-28,20,22843.31,15072.37,71170.42,22425.99,Sunday,Morning,Supermarket,Rainy,8,0,0
2022-07-07,24,34543.43,13826.87,87502.97,31604.54,Thursday,Afternoon,Gas Station,Snowy,2,0,0
2023-05-31,5,47714.69,9068.17,119953.26,49687.87,Wednesday,Evening,Standalone,Snowy,4,0,0
2023-10-06,34,24644.77,5845.01,80189.24,24174.62,Friday,Morning,Supermarket,Snowy,4,0,0
2023-03-03,6,41056.72,6892.21,128881.54,44590.23,Friday,Night,Mall,Clear,0,0,0
2023-05-17,2,42357.87,17011.26,62609.08,40719.14,Wednesday,Afternoon,Gas Station,Cloudy,5,0,0
2023-12-31,13,38191.19,3905.84,149450.49,40813.64,Sunday,Afternoon,Standalone,Cloudy,3,0,0
2022-09-17,43,61319.18,12523.73,137825.65,63532.04,Saturday,Afternoon,Supermarket,Snowy,5,0,0
2023-05-28,43,36689.96,12531.22,71356.95,39282.65,Sunday,Night,Mall,Clear,7,0,0
2022-03-12,48,51125.64,17291.65,136029.69,48997.61,Saturday,Morning,Bank Branch,Clear,7,0,0
2023-04-23,11,44544.44,12517.56,45420.48,44200.07,Sunday,Evening,Standalone,Cloudy,2,0,0
2022-06-27,47,48037.45,8064.09,108088.21,51141.9,Monday,Morning,Mall,Rainy,8,0,0
2023-04-02,23,73749.8,8140.93,60515.92,75871.12,Sunday,Night,Supermarket,Snowy,3,0,0
2022-07-08,16,52486.05,10100.8,115665.72,51015.62,Friday,Morning,Gas Station,Snowy,0,0,0
2022-10-18,31,55367.68,15655.29,91509.12,55500.52,Tuesday,Afternoon,Supermarket,Clear,8,0,0
2023-06-04,11,38400.22,14064.01,62045.06,42210.28,Sunday,Evening,Gas Station,Cloudy,4,0,0
2022-10-19,16,59140.13,4831.81,21425.3,62000.72,Wednesday,Night,Mall,Clear,7,0,0
2023-09-27,8,58511.49,11488.6,89192.05,59851.67,Wednesday,Afternoon,Mall,Rainy,6,0,0
2022-10-10,4,57075.32,14155.46,159651.98,60818.45,Monday,Morning,Supermarket,Cloudy,4,0,0
2023-06-28,40,31786.43,8971.82,114211.53,31417.9,Wednesday,Afternoon,Supermarket,Snowy,7,0,0
2023-01-12,4,41085.48,0.0,21808.48,44783.69,Thursday,Morning,Gas Station,Cloudy,0,0,0
2023-10-20,25,71174.08,9170.41,88321.1,71914.59,Friday,Morning,Standalone,Cloudy,3,0,0
2022-06-05,3,39557.86,2882.95,159422.06,38188.14,Sunday,Night,Supermarket,Snowy,4,0,0
2023-05-23,32,73207.1,2110.58,84507.9,67145.85,Tuesday,Morning,Standalone,Rainy,3,0,1
2023-02-17,3,41664.51,15325.94,51354.23,40628.69,Friday,Afternoon,Standalone,Clear,5,0,0
2023-06-12,27,52017.01,22429.11,187365.14,52731.09,Monday,Night,Standalone,Rainy,8,0,0
2022-12-21,29,47018.43,16785.35,45965.24,48929.71,Wednesday,Evening,Mall,Rainy,0,0,0
2023-07-13,32,37217.02,0.0,88687.18,40009.17,Thursday,Night,Mall,Rainy,9,0,0
2022-07-06,50,37431.58,9284.87,69247.13,40755.22,Wednesday,Afternoon,Standalone,Cloudy,1,0,0
2022-01-31,19,39311.96,7251.91,132642.67,36186.3,Monday,Morning,Standalone,Rainy,0,0,1
2022-09-17,21,52014.75,2952.37,124071.85,53064.46,Saturday,Night,Mall,Cloudy,6,0,0
2023-02-25,5,63078.78,12397.05,55233.32,65180.44,Saturday,Night,Gas Station,Cloudy,1,0,0
2023-06-13,18,51047.37,9227.39,65016.64,47699.31,Tuesday,Night,Bank Branch,Clear,8,0,0
2023-07-05,28,49310.53,4449.41,106944.71,49760.25,Wednesday,Afternoon,Supermarket,Clear,7,0,1
2022-10-31,42,67847.47,96.09,110912.09,65606.25,Monday,Morning,Standalone,Rainy,9,0,0
2022-02-08,22,50424.1,7158.1,88559.92,46162.43,Tuesday,Evening,Mall,Cloudy,0,0,0
2023-05-04,21,41717.16,10167.58,84631.99,38094.99,Thursday,Evening,Standalone,Snowy,2,0,0
2023-10-06,6,34937.67,9551.24,38568.94,36748.93,Friday,Morning,Standalone,Cloudy,5,0,0
2023-06-26,1,68742.75,15314.32,192512.93,70330.09,Monday,Evening,Standalone,Clear,2,0,0
2023-11-01,5,44898.66,11778.02,131919.79,46830.39,Wednesday,Morning,Standalone,Snowy,8,0,0
2022-10-05,41,41184.94,8447.56,100295.09,42711.07,Wednesday,Night,Gas Station,Cloudy,9,0,0
2022-07-22,12,39896.2,6141.75,148810.06,36978.29,Friday,Night,Supermarket,Rainy,9,0,0
2022-03-07,26,67904.3,1488.65,89799.59,63172.25,Monday,Afternoon,Supermarket,Cloudy,1,0,0
2022-04-18,46,41268.4,4804.67,59278.67,39225.48,Monday,Night,Mall,Snowy,5,0,0
2022-09-25,34,64569.86,16756.25,117299.35,63266.84,Sunday,Afternoon,Gas Station,Rainy,1,0,0
2022-08-10,49,46374.0,14347.74,106950.31,50447.27,Wednesday,Evening,Gas Station,Snowy,2,0,0
2023-06-14,14,31798.3,11537.9,184090.98,32904.2,Wednesday,Evening,Supermarket,Clear,9,0,0
2022-03-31,26,44852.54,7718.44,63146.57,42656.31,Thursday,Night,Mall,Clear,8,0,0
2023-11-24,45,49319.25,16183.94,51859.94,44939.54,Friday,Morning,Gas Station,Cloudy,8,0,0
2022-09-12,27,48091.49,5195.76,205062.06,49863.42,Monday,Evening,Mall,Cloudy,1,0,1
2023-03-31,9,47721.68,5251.56,159226.3,48917.76,Friday,Evening,Supermarket,Clear,7,0,0
2022-09-10,26,45009.73,9672.92,131834.91,46591.95,Saturday,Evening,Standalone,Snowy,2,0,0
2022-09-14,47,38108.21,0.0,65821.72,36288.01,Wednesday,Morning,Gas Station,Snowy,1,0,0
2023-01-18,22,49968.03,5057.39,120886.12,50137.56,Wednesday,Night,Mall,Rainy,9,0,0
2023-03-18,47,57870.3,8976.44,35471.86,56269.64,Saturday,Afternoon,Standalone,Rainy,7,0,0
2023-08-22,30,28009.47,7878.64,74329.79,29789.19,Tuesday,Morning,Supermarket,Rainy,2,0,0
2022-03-31,43,69169.22,5307.3,41826.84,63212.32,Thursday,Morning,Bank Branch,Clear,7,0,0
2023-01-25,48,1380.0,20059.7,62347.96,1318.02,Wednesday,Evening,Gas Station,Clear,5,0,1
2023-08-05,17,50929.5,16780.35,40431.38,51978.18,Saturday,Afternoon,Gas Station,Clear,0,0,1
2022-02-13,26,56754.56,18494.54,134795.16,53408.58,Sunday,Morning,Mall,Cloudy,1,0,0
2023-12-13,36,40815.63,9645.76,189371.05,42225.51,Wednesday,Evening,Supermarket,Snowy,1,0,0
2023-10-26,1,18124.56,7745.19,148814.99,16807.89,Thursday,Morning,Supermarket,Clear,6,0,0
2023-08-21,8,48366.42,17943.52,137457.38,43750.45,Monday,Evening,Gas Station,Rainy,5,0,0
2022-01-19,49,52337.15,10544.72,83190.63,56142.0,Wednesday,Afternoon,Gas Station,Rainy,1,0,0
2022-04-11,35,32687.5,4954.87,109609.14,31598.64,Monday,Afternoon,Mall,Clear,0,0,0
2023-08-30,15,37435.69,5293.76,46388.11,34866.47,Wednesday,Evening,Mall,Clear,4,0,0
2022-12-23,47,64156.26,8546.12,35041.08,59956.71,Friday,Night,Bank Branch,Snowy,1,0,0
2023-06-26,22,51561.93,10021.56,27355.6,55541.43,Monday,Morning,Standalone,Rainy,9,0,0
2022-02-02,14,27322.68,10526.45,38993.12,28166.57,Wednesday,Night,Mall,Snowy,9,0,0
2022-08-17,26,56512.27,9233.29,134358.82,61670.1,Wednesday,Morning,Standalone,Clear,5,0,0
2023-06-08,28,35939.55,21543.93,139838.31,38096.21,Thursday,Afternoon,Gas Station,Snowy,1,0,0
2023-09-22,23,38260.94,3527.12,54923.59,40308.23,Friday,Morning,Bank Branch,Cloudy,8,0,0
2022-06-04,14,52753.89,13411.16,114679.51,52751.99,Saturday,Evening,Bank Branch,Clear,4,0,0
2023-02-27,24,51365.32,7799.51,157097.82,54660.97,Monday,Evening,Bank Branch,Rainy,6,0,0
2022-09-03,2,43807.55,9939.77,92404.5,43042.26,Saturday,Evening,Supermarket,Rainy,3,0,0
2023-02-09,45,42293.26,14717.68,62832.0,45059.25,Thursday,Night,Gas Station,Snowy,1,0,0
2023-06-25,26,46070.09,1430.97,79171.02,48444.92,Sunday,Afternoon,Supermarket,Clear,2,0,0
2022-06-10,14,38174.03,5514.1,171543.92,39536.38,Friday,Afternoon,Supermarket,Rainy,4,0,0
2023-12-03,7,66038.64,9476.88,96522.99,63789.58,Sunday,Afternoon,Bank Branch,Snowy,0,0,0
2022-04-27,3,26420.74,17331.63,206786.14,27111.44,Wednesday,Evening,Supermarket,Snowy,3,0,0
2022-09-28,47,46217.95,17305.91,66621.62,46280.69,Wednesday,Afternoon,Gas Station,Clear,3,0,1
2023-11-23,23,28057.03,16360.95,74693.09,27841.23,Thursday,Night,Gas Station,Rainy,1,0,0
2023-05-02,46,63758.17,0.0,29733.17,70009.61,Tuesday,Night,Supermarket,Rainy,8,0,0
2022-06-21,43,46196.61,5007.18,153619.44,46237.24,Tuesday,Night,Gas Station,Rainy,5,0,0
2022-10-01,47,34059.41,5207.87,104711.75,30871.36,Saturday,Evening,Standalone,Clear,8,0,0
2022-09-16,45,60017.95,9859.51,54988.97,61536.02,Friday,Morning,Supermarket,Clear,5,0,1
2022-05-15,18,15649.07,1088.08,82068.67,16362.7,Sunday,Afternoon,Bank Branch,Clear,1,0,0
2023-11-14,38,53994.3,15485.64,124272.91,58153.84,Tuesday,Night,Bank Branch,Cloudy,0,0,0
2023-12-23,35,66966.81,398.38,58659.08,68743.91,Saturday,Morning,Gas Station,Snowy,3,0,0
2023-02-26,15,52483.92,15166.69,117113.35,47439.76,Sunday,Morning,Gas Station,Cloudy,0,0,0
2023-02-25,25,42258.97,14377.82,144973.56,39045.13,Saturday,Night,Bank Branch,Cloudy,7,0,0
2022-07-05,37,31294.52,4789.5,78322.62,29174.25,Tuesday,Night,Standalone,Rainy,0,0,0
2022-12-30,28,65941.8,16286.08,10000.0,62133.81,Friday,Afternoon,Bank Branch,Rainy,4,0,0
2023-08-30,10,63630.3,8503.27,86478.18,67445.27,Wednesday,Afternoon,Supermarket,Snowy,8,0,0
2023-01-13,39,40189.53,7237.22,74807.62,38660.4,Friday,Morning,Bank Branch,Snowy,0,0,0
2023-06-07,17,40587.83,8072.76,37730.98,39064.67,Wednesday,Morning,Mall,Clear,3,0,0
2023-08-03,39,67495.58,8491.2,129338.43,70945.78,Thursday,Morning,Standalone,Rainy,7,0,0
2023-12-23,22,57731.16,8940.11,131283.12,56720.13,Saturday,Evening,Standalone,Cloudy,7,0,1
2022-07-15,26,23180.75,9050.87,110910.3,21162.35,Friday,Morning,Bank Branch,Snowy,0,0,0
2022-04-08,44,46891.25,5785.15,78325.74,47689.59,Friday,Evening,Mall,Snowy,7,0,0
2023-08-28,25,46341.98,6917.66,106756.07,42913.3,Monday,Afternoon,Supermarket,Cloudy,2,0,0
2022-01-22,17,53498.74,7340.15,67495.46,54265.53,Saturday,Morning,Bank Branch,Clear,6,0,0
2023-03-26,13,49898.11,18290.25,134237.63,52688.79,Sunday,Afternoon,Supermarket,Rainy,9,0,0
2022-06-21,20,42166.55,7342.35,78120.69,45788.57,Tuesday,Morning,Mall,Rainy,0,0,0
2023-01-18,25,52466.27,7029.06,87395.12,47923.25,Wednesday,Afternoon,Bank Branch,Cloudy,4,0,0
2022-05-14,4,43134.32,17527.17,91559.83,41443.17,Saturday,Morning,Bank Branch,Clear,3,0,0
2023-03-02,10,100693.04,8557.92,263361.01,103763.46,Thursday,Evening,Supermarket,Cloudy,3,0,0
2022-01-25,3,51637.14,5785.56,49016.81,49731.24,Tuesday,Night,Bank Branch,Rainy,4,0,0
2023-05-18,41,49588.92,4728.16,76478.12,49103.2,Thursday,Afternoon,Mall,Cloudy,2,0,0
2022-07-04,45,77273.2,3200.04,19892.04,69856.38,Monday,Afternoon,Bank Branch,Cloudy,6,0,0
2022-03-26,18,29473.83,12769.44,112709.43,30614.45,Saturday,Night,Gas Station,Rainy,1,0,0
2023-07-21,47,48168.96,1325.57,186557.53,51861.41,Friday,Morning,Mall,Rainy,0,0,0
2022-05-24,36,35655.12,16697.78,88546.47,39055.61,Tuesday,Evening,Standalone,Rainy,5,0,0
2023-11-10,47,59272.19,9683.39,67888.33,63190.48,Friday,Evening,Supermarket,Cloudy,0,0,0
2023-02-16,22,42440.22,7996.51,96960.34,38465.91,Thursday,Evening,Mall,Cloudy,6,0,0
2022-08-12,34,58453.72,9014.85,151735.84,60229.0,Friday,Morning,Standalone,Cloudy,7,0,0
2022-08-08,47,57379.99,12388.25,169072.82,57330.18,Monday,Afternoon,Standalone,Clear,1,0,0
2022-06-28,8,61438.67,7836.66,47645.34,66819.41,Tuesday,Morning,Mall,Snowy,3,0,0
2023-09-23,40,57625.43,9193.35,132908.62,62260.11,Saturday,Evening,Standalone,Clear,6,0,1
2023-03-09,49,46468.92,15266.98,94918.79,51004.71,Thursday,Night,Standalone,Snowy,5,0,0
2022-09-22,44,28977.38,11821.55,172125.64,31074.97,Thursday,Evening,Gas Station,Rainy,1,0,0
2023-03-05,19,64847.4,4030.44,214760.56,65455.57,Sunday,Afternoon,Bank Branch,Snowy,3,0,0
2023-10-24,42,70808.14,6675.9,191029.2,73851.49,Tuesday,Morning,Gas Station,Clear,2,0,0
2023-02-20,41,35830.01,1437.47,50687.66,39159.89,Monday,Morning,Bank Branch,Rainy,8,0,0
2023-03-29,37,60775.52,13130.79,57925.14,61725.03,Wednesday,Evening,Standalone,Snowy,5,1,0
2023-12-28,6,32364.91,13651.64,184721.55,34565.59,Thursday,Afternoon,Bank Branch,Snowy,1,0,0
2022-07-16,26,52839.95,5570.23,94801.98,57513.22,Saturday,Afternoon,Gas Station,Snowy,1,0,0
2023-07-08,34,55910.0,21374.37,61528.53,56698.76,Saturday,Night,Supermarket,Cloudy,2,0,1
2022-02-22,45,43455.62,22023.45,31865.91,40493.29,Tuesday,Evening,Supermarket,Rainy,4,0,0
2023-04-25,6,51224.94,10240.29,106984.87,47696.2,Tuesday,Night,Bank Branch,Cloudy,5,0,0
2023-03-19,37,62449.62,6238.64,79399.88,57644.96,Sunday,Morning,Supermarket,Rainy,4,0,0
2022-11-26,33,48177.26,11464.88,119516.54,47949.12,Saturday,Morning,Mall,Snowy,0,0,0
2022-09-08,22,39745.75,6123.19,109509.17,39587.89,Thursday,Afternoon,Supermarket,Snowy,0,0,0
2022-05-03,21,31568.79,14764.21,39219.63,32309.85,Tuesday,Night,Bank Branch,Clear,6,0,0
2023-01-22,6,43984.05,10940.67,59124.84,43833.38,Sunday,Afternoon,Standalone,Snowy,9,0,0
2022-12-05,6,32299.95,11291.54,147231.59,35355.88,Monday,Evening,Gas Station,Cloudy,6,0,0
2022-12-14,48,44183.47,18711.97,151636.26,42339.35,Wednesday,Afternoon,Supermarket,Cloudy,9,0,1
2022-01-29,4,42874.03,7108.79,81428.3,46079.43,Saturday,Morning,Bank Branch,Snowy,5,0,0
2022-02-04,30,61792.38,7304.1,108802.48,56853.07,Friday,Morning,Gas Station,Cloudy,8,0,0
2023-06-02,11,50903.07,14316.99,47962.9,51940.66,Friday,Afternoon,Mall,Snowy,1,0,0
2023-01-31,30,87772.36,8070.07,97315.92,90376.13,Tuesday,Evening,Standalone,Clear,0,0,0
2023-09-15,31,19797.47,17954.09,155266.73,20875.36,Friday,Night,Gas Station,Clear,5,0,0
2022-10-21,24,54478.49,15010.42,183415.28,54511.42,Friday,Morning,Gas Station,Snowy,5,0,1
2023-08-12,9,43078.01,8317.13,93719.0,40469.43,Saturday,Morning,Bank Branch,Clear,8,0,1
2022-12-15,3,35559.17,1290.37,84290.14,34627.5,Thursday,Evening,Mall,Snowy,9,0,0
2022-05-27,31,49364.32,3043.5,28177.61,47114.9,Friday,Afternoon,Supermarket,Cloudy,0,0,0
2022-03-08,40,48248.79,7778.46,70076.43,47468.18,Tuesday,Morning,Mall,Snowy,0,0,0
2023-06-04,37,65871.72,12103.58,96575.74,66266.54,Sunday,Morning,Standalone,Rainy,9,0,0
2022-05-02,36,51168.12,15507.01,91280.87,52448.04,Monday,Evening,Supermarket,Rainy,5,0,0
2022-12-06,24,39482.49,9068.85,71625.38,42207.74,Tuesday,Afternoon,Mall,Snowy,4,0,0
2022-06-24,31,54789.07,5792.11,159354.24,59281.89,Friday,Evening,Standalone,Snowy,5,0,0
2023-11-22,6,46385.27,9442.32,120700.62,46038.14,Wednesday,Evening,Gas Station,Snowy,5,0,0
2023-08-20,2,33033.87,10228.38,91723.08,30316.31,Sunday,Afternoon,Gas Station,Clear,3,0,0
2023-03-27,20,46103.68,16495.83,134183.39,48842.84,Monday,Morning,Gas Station,Rainy,9,0,0
2023-07-11,28,53249.96,16224.94,98699.74,53006.69,Tuesday,Night,Gas Station,Snowy,7,1,0
2022-05-16,11,50885.3,5240.72,177618.93,51357.99,Monday,Night,Supermarket,Snowy,4,0,0
2022-01-16,4,54730.99,12344.51,60254.79,55779.57,Sunday,Night,Gas Station,Cloudy,5,0,0
2022-11-29,15,41961.26,5963.08,116410.83,43370.05,Tuesday,Evening,Supermarket,Cloudy,1,0,0
2022-07-14,6,54541.69,6100.89,10000.0,58797.04,Thursday,Morning,Supermarket,Clear,0,0,0
2023-05-11,49,51598.21,15196.7,80414.36,56264.19,Thursday,Morning,Mall,Clear,7,0,0
2022-01-09,30,51719.13,9156.58,107594.93,56272.17,Sunday,Morning,Gas Station,Rainy,5,0,0
